"title","content","date","variant","images","verified","author","rating","product","url","ISBN","reviewID"
"I CANNOT PUT IT DOWN","From the moment you pick up the book, it's a work of art. The slipcover has a texture that seems to go with the  the selected cover art that was specificly created for the book. As soon as I opened the book and began reading, I could hear Will's voice in my head reading the words to me. Will and Mark did a wonderful job of transferring Will's thoughts, stories and words and bringing his experiences to life in the book. It's such an easy read. I am loving the ""autobiography"" genre lately. It's so fascinating to learn about someone's life and experiences and really realize that we all have so much in common.","18 Nov 2021","","","Yes","Shelly L.","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","1984877925","RUGKG9YXKRJC5"
"Audible was good","I bought the book to highlight important pieces. I figured Will would have a few gems in there. If you are a fan of Will you will enjoy the audible, feels like you are sitting with a friend telling u about his life story. The only reason I didn't give a five is that I felt that the emotions on some parts were not natural but acting (but that's just my opinion). Other than that it was a food listen...I want to hear more.","12 Nov 2021","","","Yes","Faye East","4.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","1984877925","R2VL62VLV7Z79F"
"Not signed","Sucks that the pre-order ""signed"" book notice was obviously a lie to get orders and that's not ok. I want to support Will but also wish I had supported an independently owned bookstore instead, if I wasn't going to get a signed copy anyway. That's the reason for my rating but looks to be a great book","12 Nov 2021","","","Yes","Leah Cook","2.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","1984877925","R3FHQAYXVEFKGV"
"The truth is not always easy","I loved how open and truthful Will was about his life, about his fears, and insecurities. This book has touched me in so many ways, living in fear of the one you love, rather a parent or a lover, changes you, and all your relationships. I've always been a big fan of Will and Jada. I've always heard little snippets of gossip about his life and relationships. People have a way of criticizing, and passing judgement on things without knowing the full story. This book has filled in a lot of blanks. And has also made me look at my own life, and understand more how fear has changed the dynamics in my life. And has me thinking on how I can change them. Thank you Will for giving us a real part of you!❤️","13 Nov 2021","","","Yes","Iris Jones","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","1984877925","R2ES21JQ0AH0VD"
"What a great read!!!!","I was pleasantly surprised with the point of view & style of writing in the book.  I have always enjoyed him on talk shows & watched him last week on Jimmy Fallon.  He was talking about his new book & I thought, why not?  Here we are!  I am at the end of a book that took me on a journey that made me laugh out loud and at other times made me cry!","13 Nov 2021","","","Yes","Jill","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","1984877925","R2M72UZN1G11K8"
"Authentic, Hilarious and Thought provoking","Amazing story Will! But what I got most from this book, other than knowing what u did to get yourself to the top of the hill, other what happened after the string of blockbuster success, other than laughing out loud at some sequences (euphemisms) - is really the importance of self discovery, self awareness, asking critical questions that everyone should be asking in their life. Thank you for this story. Easily one of the best, if not the best memoirs I have came across.","14 Nov 2021","","","Yes","Henry","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","1984877925","R2O75AHYRS10IA"
"Excellent Read","All you wanted to know about Will but was afraid to ask!! Will really bears it all in this book. His story is so raw and authentic that you have to respect his courage to be willing to expose so much in the hope that it helps guide someone else's journey. Kudos to you Will!","16 Nov 2021","","","Yes","Jazz","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","1984877925","R3IRP7E4QK6267"
"Amazing","I could not put this book down. It was just so real and raw. I cried I laughed I cried and laughed some more. Will really held nothing back in this book. His words and experiences were so impactful that we all can relate to it. At the end of the day we are the only one that can make ourselves happy and content. Don’t look to others or things to define your true self. Highly recommend that everyone should read this book.","16 Nov 2021","","","Yes","Michelle Jones","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","1984877925","R34GV3H8GU9O02"
"Very entertaining, enlightening, and overall motivating.","I didn’t expect to fall in love with this story the way I did! As someone who has seen and loved just about anything he is in, reading the book felt like I was in the same room with him. Will really opens up and you will laugh throughout the whole book (and cry). I also think it would be a great gift to give to your friend / family with the holidays coming up!. I read this within days so it’s definitely not boring! Oh & did I mention how beautiful the cover is?!","15 Nov 2021","","","Yes","Marta stone","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","1984877925","R1AGQLCNQ3PKE3"
"Well done Fresh Prince","Finally got the chance to sit down and start reading. I’m not gonna lie, this man has a way with words. I’m glad he collaborated with Mark Manson. It’s a good read so far and I highly recommend it.","15 Nov 2021","","https://m.media-amazon.com/images/I/819mkk-OKiL._SY88.jpg","Yes","jerry perez","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews","1984877925","R15RXIEG5O4ICG"
"Authentic real life","I was caught off guard by the detailed introspection of the life decisions that illuminated the roller coaster ride of his life thus far. Our lives are not entirely our own but I appreciate the accountability he took in his stance. Well done. Bravo 👏 I pray that I can be as honest with myself as he revealed in this book one day 🙏","12 Nov 2021","","","Yes","KB","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","1984877925","R3IS7YAC894G3L"
"Excellent Read - Story Flows Effortlessly","Not sure where to leave the A. to your Q on pg 243, but my answer? ""No, but fortunately for you, the Great Ladies surrounding you have a soft spot for your goofy arse..."" - - :)","16 Nov 2021","","","Yes","TJ","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","1984877925","R16KOX4QGOD9DM"
"GO GET THIS BOOK!","It was therapy, it was church, it was all of those great lessons that the old folks tell you all in one. Cathartic and spiritual. I spent the entire weekend reading and loved every second of it.","15 Nov 2021","","","Yes","Corey","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","1984877925","RCGJIQIH19PMB"
"excellent!","Will, it wasn’t funny! I mean your grandmother and your girlfriend? Jada is right! It’s just embarrassing. But otherwise, thanks for everything. All the guffaws, snickers, chortles, and smiles. And for the serious moments. The book is fabulous!! Will, you are enough. Your 99% is 1000% more than zero.","19 Nov 2021","","","Yes","Writeon2day","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","1984877925","R2OW881Y3LMMTU"
"great book","I just want to know i so admire Will Smith, this book is amazing and everything i thought about him, is beyond word, i dont want to give anything away, just please read the BOOK","16 Nov 2021","","","Yes","veronica mcgee-ross","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","1984877925","RU1SLXKKY951P"
"A Must Read!","I read this book in one day. It just flows like that. Page upon page of Will keeping it real and lots of things I never knew. He is not perfect but he is one awesome human. Bravo Will!","14 Nov 2021","","","Yes","AndreaT","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","1984877925","R26D0VXCQTJGXB"
"Beautiful and thought provoking story.","Will takes the reader on a beautiful transparent journey into his struggles,  strengths, and his innermost vulnerable self.  Highly recommended reading!","11 Nov 2021","","","Yes","Betty McGovern","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","1984877925","R33FF3WNDRS7WK"
"loved it!","Well written, witty, and real. I know there’s more to the story but felt like I got to understand the real ‘Will’ and see behind the scenes of what it’s like to skyrocket to fame. Fun read that also made me think abt how I approach success myself.","20 Nov 2021","","","Yes","akballer","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","1984877925","R2NMZ8AQ9TNE2U"
"Superb Book!","Will Smith has another hit on his hands.  This book is so good that you will not want to put it down until you have read every page.  It is well written, and in it, Will Smith gives an insightful, thoughtful look into his life.  His devotion to his family, friends, and his craft is truly uplifting.","13 Nov 2021","","","Yes","Patsy Pressley","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","1984877925","R3V2A0VY1475J0"
"Great read and even greater gems being dropped","Loved the insight that is giving.  Will articulates his insight in his classic style that leads you to actually see him narrating.  Along with great insight are many lessons and messages being conveyed that are natural occurances in everyone's life.","18 Nov 2021","","","Yes","Kindle Customer","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","1984877925","RPIPQA380DK3W"
"Amazing","I’ve enjoyed a lot of Will Smith movies, tv shows and music but I’ve never been a major crazy fan. I LOVED this book though. It was amazing and I read it in a day!","14 Nov 2021","","","Yes","Bekah Gibson","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews","1984877925","RO4SN18QYAS6U"
"One of the best Memoirs I have read . 🙏","This book at ultimately surprised me on a very deep level I’ve always been a fan of Will Smith I had no idea he was such an exquisite writer. I cherish the way he sums up each life lesson and passes it on to the reader as well as his vulnerability and humble approach to writing a story.","20 Nov 2021","","","Yes","susie","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews","1984877925","ROG4S7TDN6QDI"
"My Dad","Great book","09 Nov 2021","","","Yes","MB","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews","1984877925","R212I4AOQ1R41U"
"Best Book/ Memoir Ever wrote!","This has proven Will can do it all and the fact he never won an An Academy Award is one of the biggest shames on the film industry!!! Now just have to get it autographed!","12 Nov 2021","","https://m.media-amazon.com/images/I/71TPWq+7tiL._SY88.jpg","Yes","UnderRated","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews","1984877925","R26SXX1AOGB60D"
"Excited to read it!","Will smith is one of my favorite actors and the fact Mark Manson another best selling author helped him write this makes it more of a reason to read this book!","09 Nov 2021","","https://m.media-amazon.com/images/I/81GYyn6gwpL._SY88.jpg","Yes","Essence","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews","1984877925","R3SCKVLSIGZGAL"
"Just happy to have a copy","I admire Will Smith and wanted to support his book. I haven’t read it yet, just arrived today will start reading over the weekend.","09 Nov 2021","","","Yes","Zoe's mom","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews","1984877925","R3TRRN2UE9P720"
"Awesome Bio..!","If you just want a great read and you are a fan of Mr. Smith, don't hesitate......! Sensitive Man Alert...!","13 Nov 2021","","","Yes","unknownsoldier....","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews","1984877925","R3SABEGXXSTHYB"
"Amazing 10/10","I loved the book literally finished it in 3 days! WILL will have you laughing, crying and feeling inspired throughout the entire book. Felt like he was in front of me reading the book to me how I could hear his voice in my head","18 Nov 2021","","","Yes","tracie","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews","1984877925","R2OSWAG5UKHRS0"
"Perfect.","Willard Smith! Wow!! What a great book and perfect to give as a gift. Will is definitely an American treasure.","14 Nov 2021","","","Yes","Lovely Lady","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews","1984877925","R2B5RYVKN7UCK7"
"Big Willie!!","Haven’t even had a chance to finish reading the book, but I’m already loving it. Congrats to uncle Will!!","16 Nov 2021","","","Yes","Railey Lawson","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews","1984877925","R3G97P80QKY2SS"
"Will just took me on a trip I was not prepared for.","this book surprised me. was not what I was expecting from will Smith. I found it quite moving and strangely comforting.","17 Nov 2021","","","Yes","Roberta","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews","1984877925","R1G0ZQIV8Y8RPK"
"Phenomenal","I read it in one sitting. Will is it. Plain & Simple Bravo 2u Fantastic read this was. Thank you.","17 Nov 2021","","","Yes","AmaezingA","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews","1984877925","R2FZDKUOMUS2TN"
"Love it!","Been a Will fan forever! Glad to get this book. Pre ordered it. Sad it wasn’t signed though…","11 Nov 2021","","","Yes","peachie0833","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews","1984877925","R1PKW8AGHXBEN"
"Amazing blend of story and lessons","Will does an amazing job of writing down his story and immediately giving you the lesson he learns from each one.","16 Nov 2021","","","Yes","Juan Felipe","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews","1984877925","R90MZC8KOCI04"
"ICONIC HUMAN","Personal Therapy","12 Nov 2021","","","Yes","Lisa Maria Richburg","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews","1984877925","R2NMJOZLHJEMRS"
"I wanted more","Great quick read. Many of the stores had been shared before. I enjoyed hearing about his childhood. I am left feeling like I know him and wishing we were friends.","14 Nov 2021","","","Yes","Jesyca Westbrook","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews","1984877925","R113GQLL5353E4"
"Will is an ICON","I love this book! So heartfelt and entertaining Bravo, Will!","09 Nov 2021","","","Yes","Isaiah Collins","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews","1984877925","R2FRXJCDIKZ4U4"
"Inspirational","Will Smith's book is amazing! A great read and an inspirational tool.","19 Nov 2021","","","Yes","LaKeisha Rodgers","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews","1984877925","RDOM24ZYDIFOS"
"Great Read","this was a great read he really thought this book through great insight on a boy turning to a man","18 Nov 2021","","","Yes","Appolonianyc","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews","1984877925","R3EUVBWH1WF6NS"
"Pretty good","Will did a great job with this book I haven’t picked up a book this big in a while 21 chapters and they’re all interesting.","16 Nov 2021","","","Yes","Jose","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews","1984877925","R31UZGF4XTMNQ"
"good book","Grateful for this book","10 Nov 2021","","https://m.media-amazon.com/images/I/71LsKE9MKWL._SY88.jpg","Yes","jazz","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews","1984877925","R3EQV66N15VST9"
"Signature wasn't inside","I am happy with my book yet disappointed that my book didn't have the signed page inside of it.","16 Nov 2021","","","Yes","Jaime","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews","1984877925","R23M0T8B0QI3JK"
"Life changing","Best autobiography I have read so far.","12 Nov 2021","","","Yes","cfk","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews","1984877925","R2NPS0DML6PAR"
"Awesome","Great book and received a little earlier than expected.  🕺🏽🕺🏽","18 Nov 2021","","","Yes","Darren Hanna","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews","1984877925","R1JGC5MWLULQM6"
"A Must Read for Any Will Smith follower.","I love Will Smith! This book is amazing! I hope I can meet him one day Im going to his book tour in LA on thursday!","09 Nov 2021","","","Yes","Timothy Oppelt","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews","1984877925","R6YJBNMPJ88J3"
"Buy This Book","Incredible story telling and was engaged from start to finish. Just buy the book!","15 Nov 2021","","","Yes","Haytorious","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews","1984877925","R33G3KFCDWTB2S"
"Good read","Recommend for any Will Smith fan, long book, but worth it. Treat yourselves or love one's with this good book.","11 Nov 2021","","","Yes","Ernest Lee","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews","1984877925","R3IBINRG35W4B1"
"Enjoyed this!","Enjoyed this book! It made you think and also laugh. I cant wait to see what Will Smith does next.","17 Nov 2021","","","Yes","Lynette L","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews","1984877925","R24WV6DAJ7TE3T"
"Excited to read more!","So far Will‘s book have me laughing and feeling empathy for him.  As every chapter evolves, there is something to learn.","11 Nov 2021","","https://m.media-amazon.com/images/I/91Aa-yxOZJL._SY88.jpg","Yes","Tameka","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews","1984877925","R1JEFADLS3UAFV"
"Amazingly Transparent!","A must read","14 Nov 2021","","","Yes","Traci","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews","1984877925","R30HFBLX8GAIXC"
"Birds eye view","This book is like a birds eye view to the life of Will Smith. I’ve loved him Immensely before but this book has made my love grow so much more.","13 Nov 2021","","","Yes","Amazon Customer","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews","1984877925","R10OYVH6K3VSP3"
"Great book","Love will smith so a great read","15 Nov 2021","","","Yes","John Dortzbach","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews","1984877925","R59AV14U0T3MN"
"Love","I loved this book. How open honest you are about your feelings love you and the family. Keep doing what you love.","17 Nov 2021","","","Yes","Sebrina Lawrence","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews","1984877925","R2YRY5RW78HEUK"
"Will is the best","I’m only on chapter 2 and it’s so engaging. His honesty and transparency is noble and almost reads like a novel.","09 Nov 2021","","https://m.media-amazon.com/images/I/81x7Co3omFL._SY88.jpg","Yes","Jerren Cooper","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews","1984877925","R3T6X4NFUX8C3"
"Courageous!!","If you’re a Will Smith fan, you’ll love this book. Speaks the truth on his upbringing and how he chose his life choices to be the man he is today! Great read…..","17 Nov 2021","","","Yes","Karen Self","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews","1984877925","R39JRWZDRE2CNU"
"Authentic","Your browser does not support HTML5 video. While reading the first chapter (Fear) I found myself smiling a lot … Job well done !!! I’m excited.","13 Nov 2021","","","Yes","Ericka","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews","1984877925","R2P5357Y5R4MWV"
"Best memoir","great book","10 Nov 2021","","","Yes","steven","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews","1984877925","R3K5OCRDNNX6UE"
"Awesome fulfilling read!","Learned a lot in this book about life and happiness, as well as learning about the life and learnings of Will Smith.  Very captivating!","13 Nov 2021","","","Yes","Ann Shipman","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews","1984877925","R2U72GVX3DFS81"
"Read the book.","Eye opening in so many ways, always remember there WILL be an outcome. Highly recommend this book. Y’all took the cake with this one.","15 Nov 2021","","","Yes","Amazon Customer","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews","1984877925","R1FAOOK2PFMBX2"
"An ICONIC book written by an ICONIC human!","Amazing life story of a man who has done so much! Highly recommend this book!","15 Nov 2021","","","Yes","Britian Lowe","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews","1984877925","R6LDERM1NGQ05"
"Awesome read, Wonderfully written Memoir!!","Awesome read, Wonderfully written Memoir!!","14 Nov 2021","","","Yes","tasha","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews","1984877925","R2CVPXTPQS2YXZ"
"Awesome","This was a really really good read. End to end I would recommended it for anyone who enjoys will smith as an actor.","14 Nov 2021","","","Yes","shante m.","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews","1984877925","RSU430QBKY4GK"
"Great Book!!!!!","I love this book! It’s well written and I would highly recommend this for everyone 😃","20 Nov 2021","","","Yes","Yolanda Edwards","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews","1984877925","RTBEO0EX4SKAX"
"Love it","Awesome book!","19 Nov 2021","","","Yes","Claudia Franklin","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews","1984877925","RDN5JVQ1R4FWF"
"Simply amazing 👏🏽","Very well written, not your average ""Self Help"" or ""Motivational"" book. Really a good read.","20 Nov 2021","","","Yes","Pedro","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews","1984877925","R3T2TGV42TJNHE"
"A must READ!!!!","Buy the book.  Read the book.  You won't be disappointed.","17 Nov 2021","","","Yes","Kim","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews","1984877925","R14FVY4LYV25WA"
"About Will","This is about Will. Really inspired by this.","15 Nov 2021","","","Yes","Amazon Customer","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews","1984877925","RDI6WPFI7O7PY"
"A Great Read that was Funnier and Deeper than I Expected","While not as moving as Trevor Noah’s Born a Crime or as thought provoking as Travels by Michael Crichton, this is, overall, one of the best memoirs I have read. Smith’s famous charisma is on full display here and that alone makes it worth a read. But hidden amongst the hilarious tales from his charmed life and the Ted Talk style motivational platitudes are surprisingly honest admissions about his flaws, heartbreaking examinations of domestic abuse and illuminating insights about the joys and horrors of life in an American inner city. The main subject of the book is certainly Smith himself, but like Health Ledger’s Joker in The Dark Knight, the dominant character is Smith’s father, a complicated cross between hero and villain. Smith makes his position on his father clear by the end of the book, but I’m not sure I agree with him or that I could have gone on to a landmark career—or any career at all—if I had witnessed someone do those things to my mother. No matter where your opinion falls, the allegory of The Wall will get to you. But that’s only if you can stop laughing long enough to think about it, which this book makes it hard to do. I know because I’m still laughing over the story about Melanie Parker and the slippers.","10 Nov 2021","","","Yes","Cato","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews","1984877925","R3MQ3CGXFYOVSO"
"Why do you give Mark Manson the Author credit on the Kindle vesion and NOT Will Smith?????","This book was jointly written by Will Smith and Mark Manson. Your Kindle version ONLY shows Mark Manson as the author. THIS IS MISREPRESENTATION. Please correct it and then I will purchase the Kindle version. Thanks.","10 Nov 2021","","","Yes","L. Warner","5.0","Will","https://www.amazon.com/Will-Smith/product-reviews/1984877925/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews","1984877925","R1QFPHDSB4BZ9C"
